Categoria,ID Elemento,Verifica,Offset Rilevato,Stato
Fondazioni strutturali,716429,Oggetto conforme.,0.0,1
Fondazioni strutturali,716430,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716431,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716432,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716433,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716619,Oggetto conforme.,0.0,1
Fondazioni strutturali,716620,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716621,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716622,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716623,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716631,Oggetto conforme.,0.0,1
Fondazioni strutturali,716632,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716633,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716634,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716635,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716643,Oggetto conforme.,0.0,1
Fondazioni strutturali,716644,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716645,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716646,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716647,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716655,Oggetto conforme.,0.0,1
Fondazioni strutturali,716656,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716657,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716658,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716659,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716667,Oggetto conforme.,0.0,1
Fondazioni strutturali,716668,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716669,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716670,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716671,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716677,Oggetto conforme.,0.0,1
Fondazioni strutturali,716678,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716679,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716680,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716681,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716717,Oggetto conforme.,0.0,1
Fondazioni strutturali,716718,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716719,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716720,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716721,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716731,Oggetto conforme.,0.0,1
Fondazioni strutturali,716732,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716733,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716734,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716735,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716741,Oggetto conforme.,0.0,1
Fondazioni strutturali,716742,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716743,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716744,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716745,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716757,Oggetto conforme.,0.0,1
Fondazioni strutturali,716758,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716759,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716760,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716761,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716769,Oggetto conforme.,0.0,1
Fondazioni strutturali,716770,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716771,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716772,Offset Negativo.,-1.1000000000000001,0
Fondazioni strutturali,716773,Offset Negativo.,-1.1000000000000001,0
