Nome File,Verifica,Stato
9nnn_J.002_028_PE_AR_M3_01_00.rvt,"Controllando il file nwd inviato rinominato '9nnn_J.002_028_PE_AR_MF_01_00' sono presenti i gruppi di ricerca coerenti con la verifica LC1 della disciplina architettonica, si fa però presente che i gruppi di ricerca sono basati su 'Entità' e la proprietà ricercata è 'Esporta formato IFC con come' ma non sono presenti i Predefined Type.Inoltre, i vari gruppi di ricerca non rispettano la medesima logica di ricerca. Non possiamo quindi considerare i gruppi di ricerca creati coerenti con quanto dichiarato all'interno dell'Allegato 4 - Interferenze di Progetto. Interferenze non verificate per file IFC vuoto. Questi aspetti saranno chiariti nella prossima riunione di coordinamento BIM.I file consegnati, da report allegato alla consegna, presentano interferenze di tipo LC1",0
