GUID,ID,Categoria,Famiglia e Tipo,Stato
cc196b45-83b8-40ce-aaf3-85c10726eb51-000b814c,753996,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
cc196b45-83b8-40ce-aaf3-85c10726eb51-000b814d,753997,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
cc196b45-83b8-40ce-aaf3-85c10726eb51-000b814e,753998,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
cc196b45-83b8-40ce-aaf3-85c10726eb51-000b81a5,754085,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
cc196b45-83b8-40ce-aaf3-85c10726eb51-000b81ba,754106,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
cc196b45-83b8-40ce-aaf3-85c10726eb51-000b8216,754198,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
cc196b45-83b8-40ce-aaf3-85c10726eb51-000b8287,754311,Muri,Muro di base: AR_MUR_DIV_150_Generico,1
cc196b45-83b8-40ce-aaf3-85c10726eb51-000b8321,754465,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
cc196b45-83b8-40ce-aaf3-85c10726eb51-000b8322,754466,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
cc196b45-83b8-40ce-aaf3-85c10726eb51-000b8323,754467,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
cc196b45-83b8-40ce-aaf3-85c10726eb51-000b8324,754468,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
1655541d-de25-415d-a889-675503271959-000c3add,801501,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
1655541d-de25-415d-a889-675503271959-000c3aef,801519,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
1655541d-de25-415d-a889-675503271959-000c3b0c,801548,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
1655541d-de25-415d-a889-675503271959-000c3b7a,801658,Muri,Muro di base: AR_MUR_RIV_20_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cb5b6,832950,Muri,Muro di base: AR_MUR_DIV_250_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cb5ee,833006,Muri,Muro di base: AR_MUR_DIV_250_Generico,1
c8d60275-7fb9-4e15-9e43-6947ce47b71c-000cb631,833073,Muri,Muro di base: AR_MUR_DIV_250_Generico,1
