Quantità,Modello,Nome del Tipo,ID,Tipo,Stato
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_PomelloDoppioPorta:ARC_GEN_MGE_Gen_PomelloDoppioPorta,3465823,ARC_GEN_MGE_Gen_PomelloDoppioPorta:ARC_GEN_MGE_Gen_PomelloDoppioPorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_PomelloDoppioPorta:ARC_GEN_MGE_Gen_PomelloDoppioPorta,3465824,ARC_GEN_MGE_Gen_PomelloDoppioPorta:ARC_GEN_MGE_Gen_PomelloDoppioPorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_PomelloDoppioPorta:ARC_GEN_MGE_Gen_PomelloDoppioPorta,3465825,ARC_GEN_MGE_Gen_PomelloDoppioPorta:ARC_GEN_MGE_Gen_PomelloDoppioPorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_PomelloDoppioPorta:ARC_GEN_MGE_Gen_PomelloDoppioPorta,3468003,ARC_GEN_MGE_Gen_PomelloDoppioPorta:ARC_GEN_MGE_Gen_PomelloDoppioPorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_PomelloDoppioPorta:ARC_GEN_MGE_Gen_PomelloDoppioPorta,3468004,ARC_GEN_MGE_Gen_PomelloDoppioPorta:ARC_GEN_MGE_Gen_PomelloDoppioPorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_PomelloDoppioPorta:ARC_GEN_MGE_Gen_PomelloDoppioPorta,3468005,ARC_GEN_MGE_Gen_PomelloDoppioPorta:ARC_GEN_MGE_Gen_PomelloDoppioPorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,3469443,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,3469444,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,3469469,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,3469470,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,3469544,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,3469545,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,3469596,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,3469597,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,3469709,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,3469710,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,3469800,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,3469801,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_PomelloDoppioPorta:ARC_GEN_MGE_Gen_PomelloDoppioPorta,3471645,ARC_GEN_MGE_Gen_PomelloDoppioPorta:ARC_GEN_MGE_Gen_PomelloDoppioPorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_PomelloDoppioPorta:ARC_GEN_MGE_Gen_PomelloDoppioPorta,3471646,ARC_GEN_MGE_Gen_PomelloDoppioPorta:ARC_GEN_MGE_Gen_PomelloDoppioPorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_PomelloDoppioPorta:ARC_GEN_MGE_Gen_PomelloDoppioPorta,3471647,ARC_GEN_MGE_Gen_PomelloDoppioPorta:ARC_GEN_MGE_Gen_PomelloDoppioPorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_PomelloDoppioPorta:ARC_GEN_MGE_Gen_PomelloDoppioPorta,3471996,ARC_GEN_MGE_Gen_PomelloDoppioPorta:ARC_GEN_MGE_Gen_PomelloDoppioPorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_PomelloDoppioPorta:ARC_GEN_MGE_Gen_PomelloDoppioPorta,3471997,ARC_GEN_MGE_Gen_PomelloDoppioPorta:ARC_GEN_MGE_Gen_PomelloDoppioPorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_PomelloDoppioPorta:ARC_GEN_MGE_Gen_PomelloDoppioPorta,3471998,ARC_GEN_MGE_Gen_PomelloDoppioPorta:ARC_GEN_MGE_Gen_PomelloDoppioPorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,3473260,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,1
1,R014_ADB_028_PD_ARC_M3_000_R00,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,3473261,ARC_GEN_MGE_Gen_ManigliaChiavePorta:ARC_GEN_MGE_Gen_ManigliaChiavePorta,1
