Categoria,Nome Elemento,ID Elemento,Livello Base,Livello Superiore,Offset Base,Offset Superiore,Verifica,Stato
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva,1455106,AR_LIV_PE_P01_+5.20m - ID,-,-,4.1299999999999999,Oggetto conforme.,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva doppia,1456243,AR_LIV_PE_P01_+5.20m - ID,-,-,-1.1599999999999999,Offset Negativo conforme con la modellazione.,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva 45 per gomito,1456257,AR_LIV_PE_P01_+5.20m - ID,-,-,-0.46999999999999997,Offset Negativo conforme con la modellazione.,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva 45 per gomito,1456259,AR_LIV_PE_P01_+5.20m - ID,-,-,-0.58999999999999997,Offset Negativo conforme con la modellazione.,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva doppia,1456377,AR_LIV_PE_P01_+5.20m - ID,-,-,-0.90000000000000002,Offset Negativo conforme con la modellazione.,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva doppia,1456610,AR_LIV_PE_P01_+5.20m - ID,-,-,-0.73999999999999999,Offset Negativo conforme con la modellazione.,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva 45 per gomito,1456612,AR_LIV_PE_P01_+5.20m - ID,-,-,-0.46000000000000002,Offset Negativo conforme con la modellazione.,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva 45 per gomito,1456614,AR_LIV_PE_P01_+5.20m - ID,-,-,-0.33000000000000002,Offset Negativo conforme con la modellazione.,1
Raccordi tubazione,IM_PAF_TEE_Pvc_T standard,1481544,AR_LIV_PE_P00_+0.00m - ID,-,-,-0.44,Offset Negativo conforme con la modellazione.,1
Raccordi tubazione,IM_PAF_TEE_Pvc_T standard,1482216,AR_LIV_PE_P00_+0.00m - ID,-,-,2.71,Oggetto conforme.,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva doppia,1484650,AR_LIV_PE_P00_+0.00m - ID,-,-,3.25,Oggetto conforme.,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva 45 per gomito,1484652,AR_LIV_PE_P00_+0.00m - ID,-,-,3.8900000000000001,Oggetto conforme.,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva 45 per gomito,1484654,AR_LIV_PE_P00_+0.00m - ID,-,-,3.8900000000000001,Oggetto conforme.,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva doppia,1484664,AR_LIV_PE_P00_+0.00m - ID,-,-,3.25,Oggetto conforme.,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva 45 per gomito,1484666,AR_LIV_PE_P00_+0.00m - ID,-,-,3.8999999999999999,Oggetto conforme.,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva 45 per gomito,1484668,AR_LIV_PE_P00_+0.00m - ID,-,-,5.54,Oggetto sopra l'interpiano.,0
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva doppia,1484979,AR_LIV_PE_P00_+0.00m - ID,-,-,3.1699999999999999,Oggetto conforme.,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva 45 per gomito,1484981,AR_LIV_PE_P00_+0.00m - ID,-,-,3.9300000000000002,Oggetto conforme.,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva 45 per gomito,1484983,AR_LIV_PE_P00_+0.00m - ID,-,-,5.3399999999999999,Oggetto sopra l'interpiano.,0
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva doppia,1492360,AR_LIV_PE_P01_+5.20m - ID,-,-,-5.6100000000000003,Offset Negativo conforme con la modellazione.,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva 45 per gomito,1492382,AR_LIV_PE_P01_+5.20m - ID,-,-,-5.2699999999999996,Offset Negativo conforme con la modellazione.,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva 45 per gomito,1492384,AR_LIV_PE_P01_+5.20m - ID,-,-,-5.3899999999999997,Offset Negativo conforme con la modellazione.,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva,1492584,AR_LIV_PE_P01_+5.20m - ID,-,-,-5.6100000000000003,Offset Negativo conforme con la modellazione.,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva,1493630,AR_LIV_PE_P01_+5.20m - ID,-,-,-5.6100000000000003,Offset Negativo conforme con la modellazione.,1
Raccordi tubazione,IM_PAF_TEE_Pvc_T standard,1495207,AR_LIV_PE_P01_+5.20m - ID,-,-,-5.6100000000000003,Offset Negativo conforme con la modellazione.,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva doppia,1495493,AR_LIV_PE_P01_+5.20m - ID,-,-,-5.5800000000000001,Offset Negativo conforme con la modellazione.,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva 45 per gomito,1495504,AR_LIV_PE_P01_+5.20m - ID,-,-,-5.46,Offset Negativo conforme con la modellazione.,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva 45 per gomito,1495506,AR_LIV_PE_P01_+5.20m - ID,-,-,-5.5800000000000001,Offset Negativo conforme con la modellazione.,1
Raccordi tubazione,IM_PAF_TEE_Pvc_T standard,1496258,AR_LIV_PE_P01_+5.20m - ID,-,-,-5.5899999999999999,Offset Negativo conforme con la modellazione.,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva,1496270,AR_LIV_PE_P01_+5.20m - ID,-,-,-5.5800000000000001,Offset Negativo conforme con la modellazione.,1
Raccordi tubazione,IM_PAF_RIG_Pvc_Curva doppia,1496760,AR_LIV_PE_P01_+5.20m - ID,-,-,-5.5700000000000003,Offset Negativo conforme con la modellazione.,1
