Nome Livello,ID Livello,Numero Elementi Hostati,Stato
AR_LIV_PE_P00_+0.00m - ID,1566786,27747,1
AR_LIV_PE_P01_+5.20m - ID,1566787,39362,1
AR_LIV_PE_P02_+10.40m,1566788,3079,1
AR_LIV_PE_PC2_+15.73m,1566789,180,1
AR_LIV_PE_PC1_+12.83m,1566790,29,1
AR_LIV_PE_PC3_+20.17m,1566791,40,1
