Nome Workset,Workset Id,Unique ID,Kind,n° elementi,Stato
LINK_CAD,0,1acddad0-9eb5-11d4-8902-0000863de970,UserWorkset,104,0
Shared Levels and Grids,170,eee4b96e-1854-4cd3-956b-d3408009e5fa,UserWorkset,16,0
LINK_IFC,304,8d127cae-a939-4b9c-a6d3-cc93c3c02c02,UserWorkset,0,0
LINK_RVT,305,a66fe841-2cc5-4956-889f-472a698b5883,UserWorkset,54,0
SGS_MEP,1994,6305d2dc-0fed-4014-b908-6ed0a358f02f,UserWorkset,4809,0
