Nome File,Verifica,Dimensione,Stato
9nnn_J.002_028_PE_ST_M3_04_00.ifc,Verifica Corretta,8.314 MB,1
9nnn_J.002_028_PE_ST_M3_04_00.rvt,Verifica Corretta,43.305 MB,1
