Nome Livello,ID Livello,Numero Elementi Hostati,Stato
AR_LIV_PE_P00_+0.00m,1566786,33053,1
AR_LIV_PE_P01_+5.20m,1566787,59223,1
AR_LIV_PE_P02_+10.40m,1566788,8307,1
AR_LIV_PE_PC2_+15.73m,1566789,1075,1
AR_LIV_PE_PC1_+12.83m,1566790,217,1
AR_LIV_PE_PC3_+20.17m,1566791,49,1
