GUID,ID,Categoria,Famiglia e Tipo,Stato
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a67d8,681944,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6972,682354,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a69a9,682409,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a69b3,682419,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a18,682520,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a19,682521,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a1a,682522,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a1b,682523,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a26,682534,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a27,682535,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a28,682536,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a29,682537,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a36,682550,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a37,682551,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a38,682552,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a39,682553,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a44,682564,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a45,682565,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a46,682566,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a47,682567,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a52,682578,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a53,682579,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a54,682580,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a55,682581,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a62,682594,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a63,682595,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a64,682596,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a65,682597,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a70,682608,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a71,682609,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a72,682610,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a73,682611,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a9a,682650,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a9b,682651,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a9c,682652,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6a9d,682653,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6aac,682668,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6aad,682669,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6aae,682670,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6aaf,682671,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6abc,682684,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6abd,682685,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6abe,682686,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
5484085b-6ef7-4bac-80e9-55ee05e0ebdf-000a6abf,682687,Pilastri strutturali,INC_PilST_PS.AC_CircolareCavo: CHS610x25,1
45cb4642-5621-4b63-b784-2e72956ac95a-000af581,718209,Pilastri strutturali,INC_PilST_PS.AC_HE: HEB280,1
0e9d82be-4193-409a-9352-45fd508b6bbb-000b0efc,724732,Pilastri strutturali,INC_PilST_PS.AC_HE: HEB280,1
e2de99f6-5308-4ee2-ad05-ea26e58c0b46-000a7b76,686966,Telaio strutturale,INC_TelST_TS.AC_HE: HEB650,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7c71,687217,Telaio strutturale,INC_TelST_TS.AC_HE: HEB650,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7ca5,687269,Telaio strutturale,INC_TelST_TS.AC_HE: HEB650,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7cff,687359,Telaio strutturale,INC_TelST_TS.AC_HE: HEB500,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7d31,687409,Telaio strutturale,INC_TelST_TS.AC_HE: HEB500,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7d95,687509,Telaio strutturale,INC_TelST_TS.AC_HE: HEB650,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7d96,687510,Telaio strutturale,INC_TelST_TS.AC_HE: HEB650,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7d97,687511,Telaio strutturale,INC_TelST_TS.AC_HE: HEB650,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7d98,687512,Telaio strutturale,INC_TelST_TS.AC_HE: HEB500,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7d99,687513,Telaio strutturale,INC_TelST_TS.AC_HE: HEB500,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7da3,687523,Telaio strutturale,INC_TelST_TS.AC_HE: HEB650,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7da4,687524,Telaio strutturale,INC_TelST_TS.AC_HE: HEB650,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7da5,687525,Telaio strutturale,INC_TelST_TS.AC_HE: HEB650,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7da6,687526,Telaio strutturale,INC_TelST_TS.AC_HE: HEB500,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7da7,687527,Telaio strutturale,INC_TelST_TS.AC_HE: HEB500,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7db1,687537,Telaio strutturale,INC_TelST_TS.AC_HE: HEB650,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7db2,687538,Telaio strutturale,INC_TelST_TS.AC_HE: HEB650,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7db3,687539,Telaio strutturale,INC_TelST_TS.AC_HE: HEB650,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7db4,687540,Telaio strutturale,INC_TelST_TS.AC_HE: HEB500,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7db5,687541,Telaio strutturale,INC_TelST_TS.AC_HE: HEB500,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7dbf,687551,Telaio strutturale,INC_TelST_TS.AC_HE: HEB650,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7dc0,687552,Telaio strutturale,INC_TelST_TS.AC_HE: HEB650,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7dc1,687553,Telaio strutturale,INC_TelST_TS.AC_HE: HEB650,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7dc2,687554,Telaio strutturale,INC_TelST_TS.AC_HE: HEB500,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7dc3,687555,Telaio strutturale,INC_TelST_TS.AC_HE: HEB500,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7dcb,687563,Telaio strutturale,INC_TelST_TS.AC_HE: HEB650,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7dcc,687564,Telaio strutturale,INC_TelST_TS.AC_HE: HEB650,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7dcd,687565,Telaio strutturale,INC_TelST_TS.AC_HE: HEB650,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7dce,687566,Telaio strutturale,INC_TelST_TS.AC_HE: HEB500,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7dcf,687567,Telaio strutturale,INC_TelST_TS.AC_HE: HEB500,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7dd9,687577,Telaio strutturale,INC_TelST_TS.AC_HE: HEB650,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7dda,687578,Telaio strutturale,INC_TelST_TS.AC_HE: HEB650,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7ddb,687579,Telaio strutturale,INC_TelST_TS.AC_HE: HEB650,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7ddc,687580,Telaio strutturale,INC_TelST_TS.AC_HE: HEB500,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7ddd,687581,Telaio strutturale,INC_TelST_TS.AC_HE: HEB500,1
fa9b9ae6-b705-494a-81af-2e765ef5f2dc-000a7de7,687591,Telaio strutturale,INC_TelST_TS.AC_HE: HEB650,1
