GUID,ID,Famiglia e tipo,Livello,Workset,Stato
8b9d56ed-8c02-40cc-8783-dcfb47ee82c5-000ff301,1045249,*DON'T_USE*Plumbing-Bend-Valsir-Triplus-Positive-01-ForDouble45Bend: Standard,Piano terra,Famiglia  : Raccordi tubazione : *DON'T_USE*Plumbing-Bend-Valsir-Triplus-Positive-01-ForDouble45Bend,1
8b9d56ed-8c02-40cc-8783-dcfb47ee82c5-000ff302,1045250,*DON'T_USE*Plumbing-Bend-Valsir-Triplus-Positive-01-ForDouble45Bend: Standard,Piano terra,Famiglia  : Raccordi tubazione : *DON'T_USE*Plumbing-Bend-Valsir-Triplus-Positive-01-ForDouble45Bend,1
c8b117d3-e6e2-417c-8909-a0437718384b-0012c307,1229575,*DON'T_USE*Plumbing-Bend-Valsir-Triplus-Positive-01-ForDouble45Bend: Standard,Piano terra,Famiglia  : Raccordi tubazione : *DON'T_USE*Plumbing-Bend-Valsir-Triplus-Positive-01-ForDouble45Bend,1
c8b117d3-e6e2-417c-8909-a0437718384b-0012c309,1229577,*DON'T_USE*Plumbing-Bend-Valsir-Triplus-Positive-01-ForDouble45Bend: Standard,Piano terra,Famiglia  : Raccordi tubazione : *DON'T_USE*Plumbing-Bend-Valsir-Triplus-Positive-01-ForDouble45Bend,1
8b9d56ed-8c02-40cc-8783-dcfb47ee82c5-000ff2cb,1045195,*DON'TT_USE*Plumbing-Bend-Valsir-HDPE-00_ForDouble45Bend: Standard,Piano terra,Famiglia  : Raccordi tubazione : *DON'TT_USE*Plumbing-Bend-Valsir-HDPE-00_ForDouble45Bend,1
8b9d56ed-8c02-40cc-8783-dcfb47ee82c5-000ff2cc,1045196,*DON'TT_USE*Plumbing-Bend-Valsir-HDPE-00_ForDouble45Bend: Standard,Piano terra,Famiglia  : Raccordi tubazione : *DON'TT_USE*Plumbing-Bend-Valsir-HDPE-00_ForDouble45Bend,1
c8b117d3-e6e2-417c-8909-a0437718384b-0012c93a,1231162,*DON'TT_USE*Plumbing-Bend-Valsir-HDPE-00_ForDouble45Bend: Standard,Piano terra,Famiglia  : Raccordi tubazione : *DON'TT_USE*Plumbing-Bend-Valsir-HDPE-00_ForDouble45Bend,1
c8b117d3-e6e2-417c-8909-a0437718384b-0012c93c,1231164,*DON'TT_USE*Plumbing-Bend-Valsir-HDPE-00_ForDouble45Bend: Standard,Piano terra,Famiglia  : Raccordi tubazione : *DON'TT_USE*Plumbing-Bend-Valsir-HDPE-00_ForDouble45Bend,1
8b9d56ed-8c02-40cc-8783-dcfb47ee82c5-000ff312,1045266,^DON'T_USE^Composite_Schedule_Family: SA_Bend_Circular_MEPcontent_Valsir� PP3 PP_1S,Piano terra,Famiglia  : Raccordi tubazione : ^DON'T_USE^Composite_Schedule_Family,1
c8b117d3-e6e2-417c-8909-a0437718384b-0012b2b5,1225397,^DON'T_USE^Composite_Schedule_Family: SA_Bend_Circular_MEPcontent_Valsir� PP3 PP_1S,Piano terra,Famiglia  : Raccordi tubazione : ^DON'T_USE^Composite_Schedule_Family,1
8b9d56ed-8c02-40cc-8783-dcfb47ee82c5-000ff311,1045265,^DON'T_USE^Composite_Schedule_Family: SA_Tee_Circular_MEPcontent_Valsir� PP3 PP_2S,Piano terra,Famiglia  : Raccordi tubazione : ^DON'T_USE^Composite_Schedule_Family,1
c8b117d3-e6e2-417c-8909-a0437718384b-0012b2b3,1225395,^DON'T_USE^Composite_Schedule_Family: SA_Tee_Circular_MEPcontent_Valsir� PP3 PP_2S,Piano terra,Famiglia  : Raccordi tubazione : ^DON'T_USE^Composite_Schedule_Family,1
8b9d56ed-8c02-40cc-8783-dcfb47ee82c5-000ff2fb,1045243,^DON'T_USE^Plumbing-Bend-Valsir-PP-Positive-02_ForDouble45Bend: Standard,Piano terra,Famiglia  : Raccordi tubazione : ^DON'T_USE^Plumbing-Bend-Valsir-PP-Positive-02_ForDouble45Bend,1
8b9d56ed-8c02-40cc-8783-dcfb47ee82c5-000ff2fc,1045244,^DON'T_USE^Plumbing-Bend-Valsir-PP-Positive-02_ForDouble45Bend: Standard,Piano terra,Famiglia  : Raccordi tubazione : ^DON'T_USE^Plumbing-Bend-Valsir-PP-Positive-02_ForDouble45Bend,1
c8b117d3-e6e2-417c-8909-a0437718384b-0012c85a,1230938,^DON'T_USE^Plumbing-Bend-Valsir-PP-Positive-02_ForDouble45Bend: Standard,Piano terra,Famiglia  : Raccordi tubazione : ^DON'T_USE^Plumbing-Bend-Valsir-PP-Positive-02_ForDouble45Bend,1
c8b117d3-e6e2-417c-8909-a0437718384b-0012c85c,1230940,^DON'T_USE^Plumbing-Bend-Valsir-PP-Positive-02_ForDouble45Bend: Standard,Piano terra,Famiglia  : Raccordi tubazione : ^DON'T_USE^Plumbing-Bend-Valsir-PP-Positive-02_ForDouble45Bend,1
f7bd4638-54cc-4b38-a4a8-87b2b41fea0f-0013d811,1300497,AR_FT_REC recuperatore: FME.ARIA recuperatore,Piano terra,Famiglia  : Attrezzatura meccanica : AR_FT_REC recuperatore,1
f7bd4638-54cc-4b38-a4a8-87b2b41fea0f-0013c625,1295909,AR_FT_UTA due sezioni: UTA UFFICI,Piano terra,Famiglia  : Attrezzatura meccanica : AR_FT_UTA due sezioni,1
d0f2d059-419d-4510-b63d-399acd913d32-0014609b,1335451,CAV Meccanico Circolare: RDR � 100, 50-100 cmh,Piano terra,Famiglia  : Accessori per condotti : CAV Meccanico Circolare,1
d0f2d059-419d-4510-b63d-399acd913d32-0014609c,1335452,CAV Meccanico Circolare: RDR � 125, 100-180 cmh,Piano terra,Famiglia  : Accessori per condotti : CAV Meccanico Circolare,1
d0f2d059-419d-4510-b63d-399acd913d32-0014609d,1335453,CAV Meccanico Circolare: RDR � 160, 50-100 cmh,Piano terra,Famiglia  : Accessori per condotti : CAV Meccanico Circolare,1
d0f2d059-419d-4510-b63d-399acd913d32-0014609e,1335454,CAV Meccanico Circolare: RDR � 200, 180-300 cmh,Piano terra,Famiglia  : Accessori per condotti : CAV Meccanico Circolare,1
d0f2d059-419d-4510-b63d-399acd913d32-0014609f,1335455,CAV Meccanico Circolare: RDR � 250, 300-500 cmh,Piano terra,Famiglia  : Accessori per condotti : CAV Meccanico Circolare,1
d0f2d059-419d-4510-b63d-399acd913d32-001460a0,1335456,CAV Terminal Units Circolare: RSVC-K/MA 100,Piano terra,Famiglia  : Accessori per condotti : CAV Terminal Units Circolare,1
d0f2d059-419d-4510-b63d-399acd913d32-001460a1,1335457,CAV Terminal Units Circolare: RSVC-K/MA 125,Piano terra,Famiglia  : Accessori per condotti : CAV Terminal Units Circolare,1
d0f2d059-419d-4510-b63d-399acd913d32-001460a2,1335458,CAV Terminal Units Circolare: RSVC-K/MA 160,Piano terra,Famiglia  : Accessori per condotti : CAV Terminal Units Circolare,1
d0f2d059-419d-4510-b63d-399acd913d32-001460a3,1335459,CAV Terminal Units Circolare: RSVC-K/MA 200,Piano terra,Famiglia  : Accessori per condotti : CAV Terminal Units Circolare,1
d0f2d059-419d-4510-b63d-399acd913d32-001460a4,1335460,CAV Terminal Units Circolare: RSVC-K/MA 250,Piano terra,Famiglia  : Accessori per condotti : CAV Terminal Units Circolare,1
d0f2d059-419d-4510-b63d-399acd913d32-001460a5,1335461,CAV Terminal Units Circolare: RSVC-K/MA 315,Piano terra,Famiglia  : Accessori per condotti : CAV Terminal Units Circolare,1
d0f2d059-419d-4510-b63d-399acd913d32-001460a6,1335462,CAV Terminal Units Circolare: RSVC-K/MA 355,Piano terra,Famiglia  : Accessori per condotti : CAV Terminal Units Circolare,1
d0f2d059-419d-4510-b63d-399acd913d32-001460a7,1335463,CAV Terminal Units Circolare: RSVC-K/MA 400,Piano terra,Famiglia  : Accessori per condotti : CAV Terminal Units Circolare,1
d69f4686-3d66-49c1-aa23-f9207a96777f-001399ac,1284524,Condotto circolare: SG_Circ zincato,,Condotto,1
d69f4686-3d66-49c1-aa23-f9207a96777f-00139a2d,1284653,Condotto circolare: SG_Circ zincato,,Condotto,1
d69f4686-3d66-49c1-aa23-f9207a96777f-00139a74,1284724,Condotto circolare: SG_Circ zincato,,Condotto,1
45317626-20b0-4534-8dde-15bb79139e55-00139ced,1285357,Condotto circolare: SG_Circ zincato,,Condotto,1
791e1c51-1749-41ea-9371-c3279c9ee3a9-000e07d2,919506,Condotto circolare: SG_Circ zincato,,Condotto,1
791e1c51-1749-41ea-9371-c3279c9ee3a9-000e07d4,919508,Condotto circolare: SG_Circ zincato,,Condotto,1
791e1c51-1749-41ea-9371-c3279c9ee3a9-000e07d8,919512,Condotto circolare: SG_Circ zincato,,Condotto,1
791e1c51-1749-41ea-9371-c3279c9ee3a9-000e07dc,919516,Condotto circolare: SG_Circ zincato,,Condotto,1
791e1c51-1749-41ea-9371-c3279c9ee3a9-000e07df,919519,Condotto circolare: SG_Circ zincato,,Condotto,1
791e1c51-1749-41ea-9371-c3279c9ee3a9-000e07e2,919522,Condotto circolare: SG_Circ zincato,,Condotto,1
791e1c51-1749-41ea-9371-c3279c9ee3a9-000e07f0,919536,Condotto circolare: SG_Circ zincato,,Condotto,1
791e1c51-1749-41ea-9371-c3279c9ee3a9-000e07f4,919540,Condotto circolare: SG_Circ zincato,,Condotto,1
791e1c51-1749-41ea-9371-c3279c9ee3a9-000e0818,919576,Condotto circolare: SG_Circ zincato,,Condotto,1
791e1c51-1749-41ea-9371-c3279c9ee3a9-000e081a,919578,Condotto circolare: SG_Circ zincato,,Condotto,1
791e1c51-1749-41ea-9371-c3279c9ee3a9-000e081c,919580,Condotto circolare: SG_Circ zincato,,Condotto,1
067ed6e8-1c1f-4c28-9923-c390003dcc90-00128d6b,1215851,Condotto circolare: SG_Circ zincato,,Condotto,1
d69f4686-3d66-49c1-aa23-f9207a96777f-001398ac,1284268,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
d69f4686-3d66-49c1-aa23-f9207a96777f-001398d5,1284309,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
d69f4686-3d66-49c1-aa23-f9207a96777f-001398ea,1284330,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
d69f4686-3d66-49c1-aa23-f9207a96777f-0013993f,1284415,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
d69f4686-3d66-49c1-aa23-f9207a96777f-00139ac4,1284804,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
6f27047c-78bb-4c01-9b95-b60b34972cf4-0016fd24,1506596,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
6f27047c-78bb-4c01-9b95-b60b34972cf4-0016fd28,1506600,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
6f27047c-78bb-4c01-9b95-b60b34972cf4-0016fd51,1506641,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
6f27047c-78bb-4c01-9b95-b60b34972cf4-0016fd53,1506643,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
6f27047c-78bb-4c01-9b95-b60b34972cf4-0016fd75,1506677,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
6f27047c-78bb-4c01-9b95-b60b34972cf4-0016fd77,1506679,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
6f27047c-78bb-4c01-9b95-b60b34972cf4-0016fd85,1506693,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
f603d6af-1088-4188-82ff-2a76892955ad-001703af,1508271,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
f603d6af-1088-4188-82ff-2a76892955ad-001703b1,1508273,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
f603d6af-1088-4188-82ff-2a76892955ad-001703bd,1508285,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
f603d6af-1088-4188-82ff-2a76892955ad-001703bf,1508287,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
f603d6af-1088-4188-82ff-2a76892955ad-001703c6,1508294,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
f603d6af-1088-4188-82ff-2a76892955ad-001703c8,1508296,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
f603d6af-1088-4188-82ff-2a76892955ad-001703d1,1508305,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
f603d6af-1088-4188-82ff-2a76892955ad-0017041d,1508381,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
f603d6af-1088-4188-82ff-2a76892955ad-0017041f,1508383,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
f603d6af-1088-4188-82ff-2a76892955ad-0017042b,1508395,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
f603d6af-1088-4188-82ff-2a76892955ad-0017042d,1508397,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
f603d6af-1088-4188-82ff-2a76892955ad-00170434,1508404,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
f603d6af-1088-4188-82ff-2a76892955ad-00170436,1508406,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
f603d6af-1088-4188-82ff-2a76892955ad-0017043f,1508415,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
f603d6af-1088-4188-82ff-2a76892955ad-0017048b,1508491,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
f603d6af-1088-4188-82ff-2a76892955ad-0017048d,1508493,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
f603d6af-1088-4188-82ff-2a76892955ad-00170499,1508505,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
f603d6af-1088-4188-82ff-2a76892955ad-0017049b,1508507,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
f603d6af-1088-4188-82ff-2a76892955ad-001704a2,1508514,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
f603d6af-1088-4188-82ff-2a76892955ad-001704a4,1508516,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
f603d6af-1088-4188-82ff-2a76892955ad-001704ad,1508525,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
ecade27a-e901-4abd-89e6-3ed7749df8dc-00170e68,1511016,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
ecade27a-e901-4abd-89e6-3ed7749df8dc-00170f9d,1511325,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
ecade27a-e901-4abd-89e6-3ed7749df8dc-00170fbe,1511358,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
ecade27a-e901-4abd-89e6-3ed7749df8dc-00170fca,1511370,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
ecade27a-e901-4abd-89e6-3ed7749df8dc-00171837,1513527,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
ecade27a-e901-4abd-89e6-3ed7749df8dc-00171839,1513529,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
ecade27a-e901-4abd-89e6-3ed7749df8dc-00172169,1515881,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
ecade27a-e901-4abd-89e6-3ed7749df8dc-0017216b,1515883,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
ecade27a-e901-4abd-89e6-3ed7749df8dc-00172172,1515890,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
ecade27a-e901-4abd-89e6-3ed7749df8dc-00172174,1515892,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
ecade27a-e901-4abd-89e6-3ed7749df8dc-0017217b,1515899,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
ecade27a-e901-4abd-89e6-3ed7749df8dc-0017217d,1515901,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
ecade27a-e901-4abd-89e6-3ed7749df8dc-00172183,1515907,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
ecade27a-e901-4abd-89e6-3ed7749df8dc-0017218d,1515917,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
c0d93c8d-d5ac-4516-8cf4-8361c94cf77a-00173d4f,1523023,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
c0d93c8d-d5ac-4516-8cf4-8361c94cf77a-00173d63,1523043,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
c0d93c8d-d5ac-4516-8cf4-8361c94cf77a-00173d75,1523061,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
c0d93c8d-d5ac-4516-8cf4-8361c94cf77a-00173d89,1523081,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
c0d93c8d-d5ac-4516-8cf4-8361c94cf77a-00173da1,1523105,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
c0d93c8d-d5ac-4516-8cf4-8361c94cf77a-00173db5,1523125,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
c0d93c8d-d5ac-4516-8cf4-8361c94cf77a-00173f13,1523475,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
c0d93c8d-d5ac-4516-8cf4-8361c94cf77a-00173f1a,1523482,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-00180798,1574808,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-0018079a,1574810,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-001807a1,1574817,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-001807a3,1574819,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-001807aa,1574826,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-001807ac,1574828,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-001807b2,1574834,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-001807b7,1574839,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-0018089f,1575071,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-001808a1,1575073,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-001808a8,1575080,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-001808aa,1575082,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-001808b1,1575089,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-001808b3,1575091,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-001808b9,1575097,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-001808be,1575102,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-001809c1,1575361,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-001809c3,1575363,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-001809ca,1575370,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-001809cc,1575372,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-001809d3,1575379,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-001809d5,1575381,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-001809db,1575387,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-001809e0,1575392,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-00180a34,1575476,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-00180a36,1575478,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-00180a3d,1575485,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-00180a3f,1575487,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-00180a46,1575494,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-00180a48,1575496,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-00180a4e,1575502,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
0957e02d-64c1-40e3-ae41-4b9d4dc497d6-00180a53,1575507,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
98ca5ab6-3d43-489d-b8fa-9f284bae92e6-00182b9a,1584026,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
98ca5ab6-3d43-489d-b8fa-9f284bae92e6-00182b9f,1584031,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
98ca5ab6-3d43-489d-b8fa-9f284bae92e6-00182bf9,1584121,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
98ca5ab6-3d43-489d-b8fa-9f284bae92e6-00182c69,1584233,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
98ca5ab6-3d43-489d-b8fa-9f284bae92e6-00182c6d,1584237,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
98ca5ab6-3d43-489d-b8fa-9f284bae92e6-00182c72,1584242,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
98ca5ab6-3d43-489d-b8fa-9f284bae92e6-00182eb9,1584825,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
98ca5ab6-3d43-489d-b8fa-9f284bae92e6-00182ebf,1584831,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
98ca5ab6-3d43-489d-b8fa-9f284bae92e6-00182ed8,1584856,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
98ca5ab6-3d43-489d-b8fa-9f284bae92e6-00182ede,1584862,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
98ca5ab6-3d43-489d-b8fa-9f284bae92e6-00182ee3,1584867,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
98ca5ab6-3d43-489d-b8fa-9f284bae92e6-00182eea,1584874,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
98ca5ab6-3d43-489d-b8fa-9f284bae92e6-00182ef0,1584880,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
98ca5ab6-3d43-489d-b8fa-9f284bae92e6-00182ef7,1584887,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-001834b7,1586359,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-001834b9,1586361,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-001834c0,1586368,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-001834c2,1586370,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-001834c9,1586377,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-001834cb,1586379,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-001834d1,1586385,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-001834dd,1586397,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-001834df,1586399,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-001834e6,1586406,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-001834e8,1586408,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-001834ef,1586415,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-001834f1,1586417,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-001834f7,1586423,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-00183503,1586435,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-00183505,1586437,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-0018350c,1586444,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-0018350e,1586446,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-00183515,1586453,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-00183517,1586455,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-0018351d,1586461,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-00183529,1586473,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-0018352b,1586475,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-00183532,1586482,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-00183534,1586484,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
a82096b4-7cea-4169-b84a-adaa24336dcf-0018353b,1586491,Condotto flessibile circolare: Flessibile - Circolare,,Condotto flessibile,1
