Categoria,Nome Famiglia,Nome Tipo,ID Elemento,Verifica,Stato
Porte,ST_POR_PRT_VarcoApertura,ST_POR_PRT_VarcoApertura_2100x2400mm,706955,IFC Class non valorizzato,0
Porte,ST_POR_PRT_VarcoApertura,ST_POR_PRT_VarcoApertura_2100x2400mm,707085,IFC Class non valorizzato,0
Porte,ST_POR_PRT_VarcoApertura,ST_POR_PRT_VarcoApertura_1200x2100,707349,IFC Class non valorizzato,0
Porte,ST_POR_PRT_VarcoApertura,ST_POR_PRT_VarcoApertura_2400x2400mm,708052,IFC Class non valorizzato,0
Porte,ST_POR_PRT_VarcoApertura,ST_POR_PRT_VarcoApertura_2800x2400mm,708233,IFC Class non valorizzato,0
Porte,ST_POR_PRT_VarcoApertura,ST_POR_PRT_VarcoApertura_1200x2100,708404,IFC Class non valorizzato,0
Porte,ST_POR_PRT_VarcoApertura,ST_POR_PRT_VarcoApertura_2400x2400mm,708454,IFC Class non valorizzato,0
Porte,ST_POR_PRT_VarcoApertura,ST_POR_PRT_VarcoApertura_2100x2400mm,708557,IFC Class non valorizzato,0
Porte,ST_POR_PRT_VarcoApertura,ST_POR_PRT_VarcoApertura_2100x2400mm,708617,IFC Class non valorizzato,0
Porte,ST_POR_PRT_VarcoApertura,ST_POR_PRT_VarcoApertura_2800x2400mm,708695,IFC Class non valorizzato,0
Porte,ST_POR_PRT_VarcoApertura,ST_POR_PRT_VarcoApertura_1200x2100,709221,IFC Class non valorizzato,0
Porte,ST_POR_PRT_VarcoApertura,ST_POR_PRT_VarcoApertura_1900x2400,709374,IFC Class non valorizzato,0
Porte,ST_POR_PRT_VarcoApertura,ST_POR_PRT_VarcoApertura_2100x2400mm,709561,IFC Class non valorizzato,0
Porte,ST_POR_PRT_VarcoApertura,ST_POR_PRT_VarcoApertura_1200x2100,710293,IFC Class non valorizzato,0
Porte,ST_POR_PRT_VarcoApertura,ST_POR_PRT_VarcoApertura_1900x2400,710294,IFC Class non valorizzato,0
Porte,ST_POR_PRT_VarcoApertura,ST_POR_PRT_VarcoApertura_2100x2400mm,710295,IFC Class non valorizzato,0
OST_Walls,Muro di base,ST_MUR_POR_300mm_CalcestruzzoArmato,684459,Corretto,1
OST_Walls,Muro di base,ST_MUR_POR_300mm_CalcestruzzoArmato,684956,Corretto,1
