Nome File,Verifica,Dimensione,Stato
9nnn_J.002_028_PE_ST_M3_01_00.ifc,Verifica Corretta,12.406 MB,1
9nnn_J.002_028_PE_ST_M3_01_00.rvt,Verifica Corretta,9.238 MB,1
