Quantità,Modello,Type Name,ID,Livello,IFC Element,Verifica,Stato
1,Pianerottolo non monolitico:ST_PIA_RET_Lme_LamieraMetallica,9nnn_J.002_028_PE_ST_M3_01_00,814319,Pianerottolo non monolitico:ST_PIA_RET_Lme_LamieraMetallica,,Corretta,1
1,Pianerottolo non monolitico:ST_PIA_RET_Lme_LamieraMetallica,9nnn_J.002_028_PE_ST_M3_01_00,814383,Pianerottolo non monolitico:ST_PIA_RET_Lme_LamieraMetallica,,Corretta,1
1,Pianerottolo non monolitico:ST_PIA_RET_Lme_LamieraMetallica,9nnn_J.002_028_PE_ST_M3_01_00,953841,Pianerottolo non monolitico:ST_PIA_RET_Lme_LamieraMetallica,,Corretta,1
1,Pianerottolo non monolitico:ST_PIA_RET_Lme_LamieraMetallica,9nnn_J.002_028_PE_ST_M3_01_00,953849,Pianerottolo non monolitico:ST_PIA_RET_Lme_LamieraMetallica,,Corretta,1
1,Rampa non monolitica:ST_RMS_RET_Lme_LamieraMetallica_3,9nnn_J.002_028_PE_ST_M3_01_00,814141,Rampa non monolitica:ST_RMS_RET_Lme_LamieraMetallica_3,,Corretta,1
1,Rampa non monolitica:ST_RMS_RET_Lme_LamieraMetallica_3,9nnn_J.002_028_PE_ST_M3_01_00,814317,Rampa non monolitica:ST_RMS_RET_Lme_LamieraMetallica_3,,Corretta,1
1,Rampa non monolitica:ST_RMS_RET_Lme_LamieraMetallica_3,9nnn_J.002_028_PE_ST_M3_01_00,814381,Rampa non monolitica:ST_RMS_RET_Lme_LamieraMetallica_3,,Corretta,1
1,Rampa non monolitica:ST_RMS_RET_Lme_LamieraMetallica_3,9nnn_J.002_028_PE_ST_M3_01_00,953835,Rampa non monolitica:ST_RMS_RET_Lme_LamieraMetallica_3,,Corretta,1
1,Rampa non monolitica:ST_RMS_RET_Lme_LamieraMetallica_3,9nnn_J.002_028_PE_ST_M3_01_00,953839,Rampa non monolitica:ST_RMS_RET_Lme_LamieraMetallica_3,,Corretta,1
1,Rampa non monolitica:ST_RMS_RET_Lme_LamieraMetallica_3,9nnn_J.002_028_PE_ST_M3_01_00,953847,Rampa non monolitica:ST_RMS_RET_Lme_LamieraMetallica_3,,Corretta,1
1,ST_TRA_RET_Acc_Intermedia1Campata:ST_TRA_RET_Acc_Intermedia1Campata,9nnn_J.002_028_PE_ST_M3_01_00,723306,,,Corretta,1
1,ST_TRA_RET_Acc_Pontili:ST_TRA_RET_Acc_Pontili,9nnn_J.002_028_PE_ST_M3_01_00,776523,,,Corretta,1
1,ST_TRA_RET_Acc_Pontili:ST_TRA_RET_Acc_Pontili,9nnn_J.002_028_PE_ST_M3_01_00,776611,,,Corretta,1
1,ST_TRA_RET_Acc_Pontili:ST_TRA_RET_Acc_Pontili,9nnn_J.002_028_PE_ST_M3_01_00,783813,,,Corretta,1
1,ST_TRA_RET_Acc_Pontili:ST_TRA_RET_Acc_Pontili,9nnn_J.002_028_PE_ST_M3_01_00,784004,,,Corretta,1
1,ST_TRA_RET_Acc_Pontili1Campata:ST_TRA_RET_Acc_Pontili1Campata,9nnn_J.002_028_PE_ST_M3_01_00,788319,,,Corretta,1
1,ST_TRA_RET_Acc_Pontili1Campata:ST_TRA_RET_Acc_Pontili1Campata,9nnn_J.002_028_PE_ST_M3_01_00,790197,,,Corretta,1
1,ST_TRA_RET_Acc_Intermedia1Campata:ST_TRA_RET_Acc_Intermedia1Campata,9nnn_J.002_028_PE_ST_M3_01_00,882656,,,Corretta,1
1,ST_TRA_RET_Acc_Pontili:ST_TRA_RET_Acc_Pontili,9nnn_J.002_028_PE_ST_M3_01_00,920120,,,Corretta,1
1,ST_TRA_RET_Acc_Pontili:ST_TRA_RET_Acc_Pontili,9nnn_J.002_028_PE_ST_M3_01_00,924512,,,Corretta,1
1,ST_TRA_RET_Acc_Pontili:ST_TRA_RET_Acc_Pontili,9nnn_J.002_028_PE_ST_M3_01_00,932453,,,Corretta,1
1,ST_TRA_RET_Acc_Pontili:ST_TRA_RET_Acc_Pontili,9nnn_J.002_028_PE_ST_M3_01_00,932481,,,Corretta,1
