Nome Livello,ID Livello,Numero Elementi Hostati,Stato
ST_LIV_PE_P00_-0.80m,666044,125,1
ST_LIV_PE_P01_+5.08m,666660,134,1
ST_LIV_PE_P02_+10.28m,666664,12,1
ST_LIV_PE_PC2_+15.48m,666668,12,1
ST_LIV_PE_PC1_+12.50m,686512,140,1
