Nome Sistema MEP,Nome Materiale,Verifica,Stato
SGS_LP_LightningProtection_Diam est 8,<Per categoria>,Numero campi errato,0
SGS_GS_GroundingSystem,<Per categoria>,Numero campi errato,0
SGS_LP_LightningProtection_Conduttore IDL,<Per categoria>,Numero campi errato,0
SGS_LP_LightningProtection_Fune,<Per categoria>,Numero campi errato,0
