Nome File,Verifica,Dimensione,Stato
9nnn_J.002_028_PE_ST_M3_03_00.ifc,Verifica Corretta,62.881 MB,1
9nnn_J.002_028_PE_ST_M3_03_00.rvt,Verifica Corretta,72.984 MB,1
