Nome Livello,ID Livello,Numero Elementi Hostati,Stato
AR_LIV_PE_P00_+0.00m,311,17372,1
AR_LIV_PE_P01_+5.20m,638329,14789,1
AR_LIV_PE_P02_+10.40m,638415,3536,1
ST_LIV_PE_P01_+5.08m,661130,1274,1
ST_LIV_PE_P00_-0.48m,661520,130,1
ST_LIV_PE_P02_+10.28m,661624,400,1
AR_LIV_PE_PC2_+15.73m,661743,326,1
ST_LIV_PE_PC2_+15.48m,661744,631,1
AR_LIV_PE_PC1_+12.83m,670266,25,1
ST_LIV_PE_PC1_+12.50m,675252,20,1
ST_LIV_PE_PC3_+20.32m,763524,430,1
