Nome File,Verifica,Dimensione,Stato
9nnn_J.002_028_PE_AR_M3_03_00.ifc,Verifica Corretta,37.153 MB,1
9nnn_J.002_028_PE_AR_M3_03_00.rvt,Verifica Corretta,127.816 MB,1
