Nome File,Verifica,Dimensione,Stato
9nnn_J.002_028_PE_AR_M3_02_00.ifc,Verifica Corretta,121.773 MB,1
9nnn_J.002_028_PE_AR_M3_02_00.rvt,Peso Eccessivo,226.617 MB,0
