Nome Elemento,Ifc Class,GUID IFC,GUID Nativo,Tag IFC,Element Id Nativo,Verifica,Stato
Controsoffitto composto - AR_CON_CPA_60mm_CI.13,IfcCovering,0_EpVTGjn9shNiOgTHPksm,0_EpVTGjn9shNiOgTHPksm,782238,782238,Corretto,1
Controsoffitto composto - AR_CON_CPA_83mm_CI.05,IfcCovering,0_EpVTGjn9shNiOgTHPl3x,0_EpVTGjn9shNiOgTHPl3x,783061,783061,Corretto,1
Controsoffitto composto - AR_CON_CPA_83mm_CI.05,IfcCovering,01vg8MFf1EyAKU1$zcSIx4,01vg8MFf1EyAKU1$zcSIx4,821065,821065,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,01vg8MFf1EyAKU1$zcSIua,01vg8MFf1EyAKU1$zcSIua,821161,821161,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,01vg8MFf1EyAKU1$zcSI6T,01vg8MFf1EyAKU1$zcSI6T,821264,821264,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,01vg8MFf1EyAKU1$zcSI40,01vg8MFf1EyAKU1$zcSI40,821389,821389,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,01vg8MFf1EyAKU1$zcSI4O,01vg8MFf1EyAKU1$zcSI4O,821397,821397,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,01vg8MFf1EyAKU1$zcSI4n,01vg8MFf1EyAKU1$zcSI4n,821436,821436,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,01vg8MFf1EyAKU1$zcSI9t,01vg8MFf1EyAKU1$zcSI9t,822266,822266,Corretto,1
Controsoffitto composto - AR_CON_CPA_83mm_CI.05,IfcCovering,1iK7FoYj99z9DqDM5oSVve,1iK7FoYj99z9DqDM5oSVve,824409,824409,Corretto,1
Controsoffitto composto - AR_CON_CPA_83mm_CI.05,IfcCovering,1iK7FoYj99z9DqDM5oSVww,1iK7FoYj99z9DqDM5oSVww,824459,824459,Corretto,1
Controsoffitto composto - AR_CON_CPA_105mm_CI.04,IfcCovering,0rxdWDK5HBdfirPDVuC5ii,0rxdWDK5HBdfirPDVuC5ii,871407,871407,Corretto,1
Controsoffitto composto - AR_CON_CPA_83mm_CI.05,IfcCovering,0xZBQGEf13KAVy_xK6fX7t,0xZBQGEf13KAVy_xK6fX7t,943384,943384,Corretto,1
